Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
992311,"Handbook of Usability Testing: How to Plan, Design, and Conduct Effective Tests (Wiley Technical Communications Library)",Jeffrey Rubin,"Rubin, Jeffrey",,"=""0471594032""","=""9780471594031""",0,3.94,Wiley,Paperback,330,1994,1994,,2015/01/22,to-read,to-read (#24),to-read,,,,0,0
62953,Ghost World,Daniel Clowes,"Clowes, Daniel",,"=""1560974273""","=""9781560974277""",0,3.82,Fantagraphics,Paperback,80,2001,1998,,2015/03/12,to-read,to-read (#43),to-read,,,,0,0
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",0,3.87,Dial Press Trade Paperback,Paperback,324,1999,1985,,2015/07/27,to-read,to-read (#107),to-read,,,,0,0
647,No Logo,Naomi Klein,"Klein, Naomi",,"=""0312421435""","=""9780312421434""",0,3.89,Picador,Paperback,528,2002,2000,,2015/03/25,to-read,to-read (#52),to-read,,,,0,0
225111,The Laws of Simplicity,John Maeda,"Maeda, John",,"=""0262134721""","=""9780262134729""",0,3.89,The MIT Press,Hardcover,128,2006,2006,,2015/01/23,to-read,to-read (#26),to-read,,,,0,0
10975,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""""","=""""",0,3.86,Vintage International,Paperback,366,1990,1929,,2015/05/25,to-read,to-read (#66),to-read,,,,0,0
7101,The 42nd Parallel (U.S.A. #1),John Dos Passos,"Passos, John Dos",,"=""0618056815""","=""9780618056811""",0,3.83,Mariner Books,Trade Paperback,325,2000,1930,,2015/09/07,to-read,to-read (#153),to-read,,,,0,0
734077,The Cultural Contradictions of Capitalism,Daniel Bell,"Bell, Daniel",,"=""0465014992""","=""9780465014996""",0,3.83,Basic Books,Paperback,363,1996,1976,,2015/08/08,to-read,to-read (#131),to-read,,,,0,0
8251710,"Entanglement (Teodor Szacki, #1)",Zygmunt Miloszewski,"Miloszewski, Zygmunt",Antonia Lloyd-Jones,"=""1904738443""","=""9781904738442""",0,3.81,Bitter Lemon Press,Paperback,336,2010,2007,,2015/06/08,to-read,to-read (#85),to-read,,,,0,0
23940,Junky,William S. Burroughs,"Burroughs, William S.","Oliver  Harris, Allen Ginsberg","=""0142003166""","=""9780142003169""",0,3.84,Penguin ,Paperback,166,2003,1953,,2015/05/20,to-read,to-read (#63),to-read,,,,0,0
11709037,You Are Not So Smart,David McRaney,"McRaney, David",,"=""1592406599""","=""9781592406593""",0,3.86,Gotham,Hardcover,302,2011,2011,,2015/08/20,to-read,to-read (#149),to-read,,,,0,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton & Company,Paperback,280,2011,2010,,2015/05/02,to-read,to-read (#60),to-read,,,,0,0
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,"=""0143036378""","=""9780143036371""",0,3.86,Penguin Books,Paperback,220,2005,1999,,2015/07/28,to-read,to-read (#113),to-read,,,,0,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2015/05/12,to-read,to-read (#61),to-read,,,,0,0
6871604,Bramy Raju,Jerzy Andrzejewski,"Andrzejewski, Jerzy",,"=""8373274480""","=""9788373274488""",0,3.99,Greg,Paperback,72,2004,1960,,2015/07/28,to-read,to-read (#112),to-read,,,,0,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",0,3.84,Grove,Paperback,109,2011,1951,,2015/01/23,to-read,to-read (#28),to-read,,,,0,0
3950021,The Innovator's Toolkit: 50+ Techniques for Predictable and Sustainable Organic Growth,David Silverstein,"Silverstein, David","Philip Samuel, Neil DeCarlo","=""0470345357""","=""9780470345351""",0,3.95,Wiley,Hardcover,384,2008,2008,,2015/12/13,to-read,to-read (#163),to-read,,,,0,0
126603,Studs Lonigan,James T. Farrell,"Farrell, James T.",Pete Hamill,"=""1931082553""","=""9781931082556""",0,3.81,Library of America,Hardcover,1024,2004,1935,,2015/01/07,to-read,to-read (#10),to-read,,,,0,0
9598,Deadeye Dick,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334176""","=""9780385334174""",0,3.84,Dial Press,Paperback,271,2010,1982,,2016/02/20,to-read,to-read (#171),to-read,,,,0,0
303615,"General Theory of Employment, Interest, and Money (Great Minds)",John Maynard Keynes,"Keynes, John Maynard",,"=""1573921394""","=""9781573921398""",0,3.85,Prometheus,Paperback,423,1997,1935,,2015/03/25,to-read,to-read (#49),to-read,,,,0,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,3.83,Penguin Classics,Paperback,327,2002,1885,,2015/02/15,to-read,to-read (#36),to-read,,,,0,0
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,"=""0743278909""","=""9780743278904""",0,3.86,Scribner,Paperback,112,2006,1970,,2015/06/08,to-read,to-read (#91),to-read,,,,0,0
18525,Dr. Faustus,Christopher Marlowe,"Marlowe, Christopher",,"=""0486282082""","=""9780486282084""",0,3.80,Dover Publications,Paperback,64,1994,1588,,2015/06/08,to-read,to-read (#92),to-read,,,,0,0
16043512,Brainwashed: The Seductive Appeal of Mindless Neuroscience,Sally L. Satel,"Satel, Sally L.",Scott O. Lilienfeld,"=""0465018777""","=""9780465018772""",0,3.67,Basic Books,Hardcover,256,2013,2013,,2015/08/10,to-read,to-read (#144),to-read,,,,0,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",0,3.81,Harvest Books,Paperback,209,1989,1927,,2015/06/06,to-read,to-read (#77),to-read,,,,0,0
6440,Ivanhoe,Walter  Scott,"Scott, Walter",Graham Tulloch,"=""""","=""""",0,3.77,Penguin Books /Penguin Classics,Paperback,496,2000,1819,,2015/06/06,to-read,to-read (#82),to-read,,,,0,0
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""""","=""""",0,3.72,Vintage,Paperback,288,1991,1930,,2015/05/25,to-read,to-read (#68),to-read,,,,0,0
316496,Oscar and Lucinda,Peter Carey,"Carey, Peter",,"=""0702229784""","=""9780702229787""",0,3.73,University of Queensland Press,Paperback,515,1998,1988,,2015/07/28,to-read,to-read (#110),to-read,,,,0,0
23346573,More Human: Designing a World Where People Come First,Steve Hilton,"Hilton, Steve",,"=""0753556626""","=""9780753556627""",0,3.62,WH Allen,Paperback,320,2015,2015,,2015/05/29,to-read,to-read (#72),to-read,,,,0,0
1904852,Faraon,Bolesław Prus,"Prus, Bolesław",,"=""8373897666""","=""9788373897663""",0,3.84,Zielona Sowa,Paperback,448,2007,1895,,2015/11/22,to-read,to-read (#161),to-read,,,,0,0
38296,"The Last of the Mohicans (The Leatherstocking Tales, #2)",James Fenimore Cooper,"Cooper, James Fenimore",,"=""0553213296""","=""9780553213294""",0,3.70,Bantam,Paperback,410,1981,1826,,2015/04/18,to-read,to-read (#59),to-read,,,,0,0
607344,Ashes and Diamonds (European Classics),Jerzy Andrzejewski,"Andrzejewski, Jerzy","Barbara Niemczyk, D.J. Welsh, Heinrich Böll","=""0810115190""","=""9780810115194""",0,3.70,Northwestern University Press,Paperback,239,1997,1948,,2015/07/28,to-read,to-read (#111),to-read,,,,0,0
127020,The Ginger Man,J.P. Donleavy,"Donleavy, J.P.",,"=""0802137954""","=""9780802137951""",0,3.61,Grove Press,Paperback,347,2001,1955,,2015/01/07,to-read,to-read (#12),to-read,,,,0,0
11013,Finnegans Wake,James Joyce,"Joyce, James",,"=""0571217354""","=""9780571217359""",0,3.68,Faber & Faber,Paperback,628,2002,1939,,2015/07/28,to-read,to-read (#114),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,3.71,Oxford University Press,Paperback,329,2004,1856,,2015/06/06,to-read,to-read (#75),to-read,,,,0,0
4630,To Have and Have Not,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.51,Scribner,Hardcover,176,1999,1937,,2015/07/24,to-read,to-read (#100),to-read,,,,0,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Samuel Moore, Gareth Stedman Jones","=""0140447571""","=""9780140447576""",0,3.69,Penguin Books,Paperback,288,2002,1848,,2015/03/25,to-read,to-read (#50),to-read,,,,0,0
3931155,Czarna Bandera,Jacek Komuda,"Komuda, Jacek",,"=""8375740004""","=""9788375740004""",0,3.50,Fabryka Słów,Paperback,384,2008,2008,,2015/04/12,to-read,to-read (#58),to-read,,,,0,0
7437,Naked Lunch: The Restored Text,William S. Burroughs,"Burroughs, William S.","James Grauerholz, Barry Miles","=""0802140181""","=""9780802140180""",0,3.46,Grove Press,Paperback,289,2004,1959,,2015/05/20,to-read,to-read (#62),to-read,,,,0,0
4755161,Designing Gestural Interfaces,Dan Saffer,"Saffer, Dan",,"=""0596518390""","=""9780596518394""",0,3.55,O'Reilly Media,Paperback,265,2008,2008,,2015/01/22,to-read,to-read (#25),to-read,,,,0,0
866741,The Dig,Alan Dean Foster,"Foster, Alan Dean",,"=""0446603791""","=""9780446603799""",0,3.41,Aspect,Mass Market Paperback,320,1997,1995,,2015/03/19,to-read,to-read (#46),to-read,,,,0,0
122420,"Asterix and the Normans (Asterix, #9)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866230""","=""9780752866239""",0,4.16,Orion,Paperback,48,2004,1966,,2016/02/21,,,read,,,,1,0
71299,"Asterix in Britain (Asterix, #8)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866192""","=""9780752866192""",0,4.31,Orion,Paperback,48,2004,1965,,2016/02/21,,,read,,,,1,0
122410,"Asterix and Cleopatra (Asterix, #6)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866079""","=""9780752866079""",4,4.35,Orion,Paperback,48,2004,1965,,2016/02/21,,,read,,,,1,0
71292,"Asterix the Gaul (Asterix, #1)",René Goscinny,"Goscinny, René","Albert Uderzo, Anthea Bell, Derek Hockridge","=""0752866052""","=""9780752866055""",4,4.18,"Orion Books Ltd., London",Paperback,48,2004,1961,,2016/02/21,,,read,,,,1,0
2607550,"La Couronne d'Ogotaï (Thorgal, #21)",Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803611619""","=""9782803611614""",0,4.09,Le Lombard,Hardcover,48,1995,1995,,2016/02/21,,,read,,,,1,0
2607548,Géants (Thorgal #22),Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803612208""","=""9782803612208""",0,3.83,Le Lombard,Hardcover,48,1996,1996,,2016/02/21,,,read,,,,1,0
2607549,La Cage (Thorgal #23),Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803612755""","=""9782803612758""",0,3.87,Le Lombard,Hardcover,48,1997,1997,,2016/02/21,,,read,,,,1,0
2694568,"Arachnéa (Thorgal, #24)",Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""280361362X""","=""9782803613625""",0,3.81,Le Lombard,Hardcover,48,1999,1999,,2016/02/21,,,read,,,,1,0
2694574,"Le Mal bleu (Thorgal, #25)",Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803614146""","=""9782803614141""",0,3.83,Le Lombard,Hardcover,48,1999,1999,,2016/02/21,,,read,,,,1,0
2276490,Le Royaume sous le sable (Thorgal #26),Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803616653""","=""9782803616657""",0,3.63,Le Lombard,Hardcover,48,2001,2001,,2016/02/21,,,read,,,,1,0
2777633,"Le Barbare (Thorgal, #27)",Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803617757""","=""9782803617753""",0,3.84,Le Lombard,Hardcover,48,2002,2002,,2016/02/21,,,read,,,,1,0
2026839,"Kriss de Valnor (Thorgal, #28)",Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803620030""","=""9782803620036""",3,4.08,Le Lombard,Hardcover,48,2004,2004,,2016/02/21,,,read,,,,1,0
2811281,"Le Sacrifice (Thorgal, #29)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803621983""","=""9782803621989""",0,3.77,Le Lombard,Hardcover,48,2006,2006,,2016/02/21,,,read,,,,1,0
2071172,"Moi, Jolan (Thorgal, #30)",Grzegorz Rosiński,"Rosiński, Grzegorz",Yves Sente,"=""2803622653""","=""9782803622658""",2,3.79,Le Lombard,Hardcover,48,2007,2007,,2016/02/21,,,read,,,,1,0
2694570,"La marque des bannis (Thorgal, #20)",Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803611015""","=""9782803611010""",0,4.02,Le Lombard,Hardcover,48,1995,1995,,2016/02/21,,,read,,,,1,0
2058820,La Forteresse invisible (Thorgal #19),Grzegorz Rosiński,"Rosiński, Grzegorz","Jean Van Hamme, Graza","=""2803610523""","=""9782803610525""",0,4.00,Le Lombard,Hardcover,48,1993,1993,,2016/02/21,,,read,,,,1,0
2694576,L'Enfant des étoiles (Thorgal #7),Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803604604""","=""9782803604609""",3,4.15,Le Lombard,Hardcover,48,1988,1984,,2016/02/21,,,read,,,,1,0
2694569,"Au-delà des ombres (Thorgal, #5)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803604078""","=""9782803604074""",0,4.20,LOMBARD,Hardcover,48,1988,1983,,2016/02/21,,,read,,,,1,0
2694567,"La galère noire (Thorgal, #4)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803600269""","=""9782803600267""",0,4.03,Le Lombard,Hardcover,48,1988,1982,,2016/02/21,,,read,,,,1,0
284118,"The Three Elders of Aran (Thorgal, #3)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""1594970084""","=""9781594970085""",0,3.99,UNKNO,Paperback,48,2004,1981,,2016/02/21,,,read,,,,1,0
2694563,"L'Île des mers gelées (Thorgal, #2)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803603594""","=""9782803603596""",0,3.93,Le Lombard,Hardcover,48,1988,1980,,2016/02/21,,,read,,,,1,0
2694578,"L'Epée-Soleil (Thorgal, #18)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803609886""","=""9782803609888""",0,3.83,Le Lombard,Hardcover,48,1992,1992,,2016/02/21,,,read,,,,1,0
2607551,La Gardienne des clés (Thorgal #17),Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803609320""","=""9782803609321""",0,4.11,Le Lombard,Hardcover,48,1991,1991,,2016/02/21,,,read,,,,1,0
2607553,"Louve (Thorgal, #16)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803608456""","=""9782803608454""",0,4.18,Le Lombard,Hardcover,48,1990,1990,,2016/02/21,,,read,,,,1,0
2694566,"Le Maître des montagnes (Thorgal, #15)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803607549""","=""9782803607549""",0,4.20,Le Lombard,Hardcover,48,1989,1989,,2016/02/21,,,read,,,,1,0
2694565,"Aaricia (Thorgal, #14)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""280360745X""","=""9782803607457""",0,3.97,Le Lombard,Hardcover,48,1989,1989,,2016/02/21,,,read,,,,1,0
2694575,Entre terre et lumière (Thorgal #13),Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803607131""","=""9782803607136""",0,4.09,Le Lombard,Hardcover,48,1988,1988,,2016/02/21,,,read,,,,1,0
2694564,La Cité du dieu perdu (Thorgal #12),Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803606399""","=""9782803606399""",4,4.27,Le Lombard,Hardcover,48,1988,1987,,2016/02/21,,,read,,,,1,0
2694572,Les Yeux de Tanatloc (Thorgal #11),Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803605767""","=""9782803605767""",0,4.27,Le Lombard,Hardcover,48,1988,1986,,2016/02/21,,,read,,,,1,0
460291,"Le Pays Qâ (Thorgal, #10)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""280360549X""","=""9782803605491""",4,4.21,Le Lombard,Hardcover,48,1988,1986,,2016/02/21,,,read,,,,1,0
2694577,"Les Archers (Thorgal, #9)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803605155""","=""9782803605156""",4,4.34,Le Lombard,Hardcover,48,1988,1985,,2016/02/21,,,read,,,,1,0
2694571,Alinoë (Thorgal #8),Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803604825""","=""9782803604821""",2,4.06,LOMBARD,Hardcover,48,1988,1985,,2016/02/21,,,read,,,,1,0
2694573,"La chute de Brek Zarith (Thorgal, #6)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803604515""","=""9782803604517""",0,4.01,LOMBARD,Hardcover,48,1988,1984,,2016/02/21,,,read,,,,1,0
1351644,"La Magicienne trahie (Thorgal, #1)",Grzegorz Rosiński,"Rosiński, Grzegorz",Jean Van Hamme,"=""2803603586""","=""9782803603589""",4,3.91,Le Lombard,Hardcover,48,1988,1980,,2016/02/21,,,read,,,,1,0
126587,Manhattan Transfer,John Dos Passos,"Passos, John Dos",,"=""0618381864""","=""9780618381869""",3,3.64,Mariner Books Classics,Paperback,342,2003,1925,2016/02/20,2016/02/06,,,read,,,,1,0
10778139,100 Things Every Designer Needs to Know About People,Susan M. Weinschenk,"Weinschenk, Susan M.",,"=""0321767535""","=""9780321767530""",4,4.09,New Riders Pub,Paperback,242,2011,2011,2016/02/14,2015/01/17,,,read,,,,1,0
12194,Lord Jim,Joseph Conrad,"Conrad, Joseph","Linda Dryden, Cathy J. Schlund-Vials, Rosa Poveda Valiente","=""1551111721""","=""9781551111728""",2,3.61,Broadview Press,Paperback,455,2000,1900,,2016/02/06,,,read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",2,3.43,Green Integer,Paperback,188,2003,1899,,2015/01/07,,,read,,,,1,0
1867,The Elements of User Experience: User-Centered Design for the Web,Jesse James Garrett,"Garrett, Jesse James",,"=""0735712026""","=""9780735712027""",3,4.01,Peachpit Pr,Paperback,240,2002,2002,2016/02/06,2015/07/29,,,read,,,,1,0
2652568,Guesstimation: Solving the World's Problems on the Back of a Cocktail Napkin,Lawrence Weinstein,"Weinstein, Lawrence",John A. Adam,"=""0691129495""","=""9780691129495""",2,3.76,Princeton University Press,Paperback,301,2008,2008,2016/01/01,2016/01/05,,,read,,,,1,0
27210496,Design for a Perfect Screen,Tal Florentin,"Florentin, Tal",,"=""""","=""""",3,4.00,Webydo,ebook,116,2015,2015,2016/02/03,2016/02/03,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",4,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2016/02/01,2015/06/08,,,read,,,,1,0
4487598,The Bonobo and the Atheist: In Search of Humanism Among the Primates,Frans de Waal,"Waal, Frans de",Jonathan        Davis,"=""0393073777""","=""9780393073775""",3,4.15,W. W. Norton & Company,Hardcover,289,2013,2013,2016/01/03,2015/06/20,,,read,,,,1,0
22337524,Value Proposition Design: How to Create Products and Services Customers Want,Alexander Osterwalder,"Osterwalder, Alexander","Yves Pigneur, Patricia Papadakos, Gregory Bernarda, Alan Smith, Nguyễn Thụy Khánh Chương","=""1118968077""","=""9781118968079""",5,4.21,Wiley,,290,2015,2013,2015/12/24,2015/12/13,,,read,,,,1,0
13436116,Lean UX: Applying Lean Principles to Improve User Experience,Jeff Gothelf,"Gothelf, Jeff",Josh Seiden,"=""1449311652""","=""9781449311650""",4,3.99,O'Reilly Media,Hardcover,148,2013,2012,,2015/01/17,,,read,,,,1,0
2696239,Ludzie bezdomni,Stefan Żeromski,"Żeromski, Stefan",,"=""8304022958""","=""9788304022959""",2,2.98,Greg,Hardcover,255,1987,1900,,2015/11/22,,,read,,,,1,0
88514,Platform,Michel Houellebecq,"Houellebecq, Michel",Frank Wynne,"=""1400030269""","=""9781400030262""",4,3.81,Vintage,Paperback,259,2004,2001,2015/11/03,2015/09/19,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",2,3.99,Vintage Books,Paperback,296,2000,1987,,2015/10/18,,,read,,,,1,0
96358,Batman: The Killing Joke,Alan             Moore,"Moore, Alan","Brian Bolland, Tim Sale","=""0930289455""","=""9780930289454""",3,4.36,DC Comics,Paperback,50,1995,1988,2015/10/14,2015/03/12,,,read,,,,1,0
26039577,13 pięter,Filip Springer,"Springer, Filip",,"=""8380491297""","=""9788380491298""",4,4.35,Czarne,Hardcover,288,2015,2015,2015/10/12,2015/08/25,,,read,,,,1,0
113205,Heart of a Dog,Mikhail Bulgakov,"Bulgakov, Mikhail","Mirra Ginsburg, Михаил Булгаков, Michail Bulgakov","=""0802150594""","=""9780802150592""",3,4.08,Grove Press,Paperback,123,1994,1925,2015/10/11,2015/08/08,,,read,,,,1,0
102920,Understanding Comics: The Invisible Art,Scott McCloud,"McCloud, Scott",,"=""""","=""""",3,4.00,HarperPerennial,Paperback,222,1993,1993,2015/10/11,2015/01/23,,,read,,,,1,0
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060595183""","=""9780060595180""",2,3.90,Harper Perennial Modern Classics,Paperback,187,2004,1956,2015/10/08,2015/03/22,,,read,,,,1,0
216442,"Star Wars: Dark Force Rising (The Thrawn Trilogy, #2)",Timothy Zahn,"Zahn, Timothy",,"=""0553560719""","=""9780553560718""",2,4.19,Random House Worlds,Mass Market Paperback,439,1993,1992,,2015/10/08,,,read,,,,1,0
216443,"Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)",Timothy Zahn,"Zahn, Timothy",,"=""0553296124""","=""9780553296129""",2,4.18,Bantam Spectra,Mass Market Paperback,404,1992,1991,,2015/10/08,,,read,,,,1,0
13451425,Widzieć/Wiedzieć. Wybór najważniejszych tekstów o dizajnie,Przemek Dębowski,"Dębowski, Przemek",Jacek Mrowczyk,"=""836237604X""","=""9788362376049""",3,3.95,Karakter,Hardcover,464,2011,2011,2015/10/05,2015/06/19,,,read,,,,1,0
475965,Pornografia,Witold Gombrowicz,"Gombrowicz, Witold",Alastair Hamilton,"=""0714529885""","=""9780714529882""",3,3.93,Marion Boyars Publishers Ltd,Paperback,176,1994,1960,2015/09/24,2015/08/08,,,read,,,,1,0
26145978,"Paneuropa, Kometa, Hel. Szkice z historii projektowania liter w Polsce",Agata Szydłowska,"Szydłowska, Agata",Marian Misiak,"=""8362376791""","=""9788362376797""",4,4.09,Karakter,Paperback,200,2015,2015,2015/09/19,2015/08/22,,,read,,,,1,0
11752080,L'économie des inégalités,Thomas Piketty,"Piketty, Thomas",Reperes,"=""2707156086""","=""9782707156082""",3,3.65,La Découverte,Paperback,123,2008,1997,2015/09/18,2015/09/14,,,read,,,,1,0
7088205,Search Patterns: Design for Discovery,Peter Morville,"Morville, Peter",Jeffery Callender,"=""0596802277""","=""9780596802271""",2,3.86,O'Reilly Media,Paperback,191,2010,2010,2015/09/18,2015/04/07,,,read,,,,1,0
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane",,"=""0375714839""","=""9780375714832""",4,4.40,Pantheon Books,Paperback,341,2007,2007,2015/02/15,2015/02/15,,,read,,,,1,0
18209305,My Brief History,Stephen W. Hawking,"Hawking, Stephen W.",,"=""0345535286""","=""9780345535283""",2,3.63,Bantam,Hardcover,126,2013,2013,2015/03/01,2015/03/01,,,read,,,,1,0
9517,"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi,"Satrapi, Marjane",Anjali Singh,"=""0375714669""","=""9780375714665""",4,4.22,Pantheon,Paperback,187,2005,2001,2015/04/08,2015/04/08,,,read,,,,1,0
555684,MILITARY ERRORS OF WWII (Cassell Military Paperbacks),Kenneth John Macksey,"Macksey, Kenneth John",,"=""0304350834""","=""9780304350834""",3,3.55,Cassell,Paperback,256,2004,1993,2015/06/11,2015/06/11,,,read,,,,1,0
59969,"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)",Frank Miller,"Miller, Frank",,"=""1593072945""","=""9781593072940""",3,4.18,Dark Horse Books,Paperback,208,2005,1993,2015/07/05,2015/07/05,,,read,,,,1,0
25154137,Jak przestałem kochać design,Marcin Wicha,"Wicha, Marcin",,"=""836237683X""","=""9788362376834""",3,3.88,Karakter,Paperback,264,2015,2015,2015/07/30,2015/07/30,,,read,,,,1,0
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393327345""","=""9780393327342""",4,4.18,W.W. Norton & Company (NYC),Paperback,218,2005,1996,2015/09/11,2015/09/11,,,read,,,,1,0
227540,The Rape of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War,Lynn H. Nicholas,"Nicholas, Lynn H.",,"=""0679756868""","=""9780679756866""",2,3.93,Vintage,Paperback,498,1995,1994,2015/09/03,2015/08/31,,,read,,,,1,0
26401803,Jak żyć szczęśliwie w innym kraju. Niezbędnik emigranta,Andrzej Olkiewicz,"Olkiewicz, Andrzej",,"=""""","=""""",4,3.46,Czarna Owca,Unknown Binding,2008,2010,2010,2015/09/14,2015/09/12,,,read,,,,1,0
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",4,4.26,Arrow Books,Paperback,421,2002,1988,,2015/09/12,,,read,,,,1,0
13239950,Hills Like White Elephants,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.82,,Paperback,6,1927,1927,,2015/02/15,,,read,,,,1,0
553930,A Clean Well-Lighted Place,Ernest Hemingway,"Hemingway, Ernest",,"=""0886823455""","=""9780886823450""",3,4.08,Creative Education,Hardcover,30,1990,1933,,2015/02/15,,,read,,,,1,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",3,3.84,Dante University Press,Paperback,144,2014,1532,2015/09/03,2015/01/22,,,read,,,,1,0
17357026,Brains and Bullets: How Psychology Wins Wars,Leo Murray,"Murray, Leo",,"=""1849545162""","=""9781849545167""",3,4.18,Biteback Publishing,Hardcover,292,2013,2013,2015/08/31,2015/07/27,,,read,,,,1,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",Michael Whelan,"=""0553278223""","=""9780553278224""",2,4.16,Bantam/Spectra,Mass Market Paperback,182,1984,1950,2015/08/24,2015/08/18,,,read,,,,1,0
