Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.21,Bloomsbury,Hardcover,245,2020,2020,2026/04/05,2026/04/04,,,read,,,,1,0
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""0345533488""","=""9780345533487""",0,4.27,Bantam Books,Hardcover,355,2015,2015,,2026/04/05,to-read,to-read (#827),to-read,,,,0,0
88442,Austerlitz,W.G. Sebald,"Sebald, W.G.",Anthea Bell,"=""0140297995""","=""9780140297997""",0,3.98,Penguin Books,Paperback,415,2002,2001,,2026/04/04,to-read,to-read (#826),to-read,,,,0,0
53137974,The Good Sister,Sally Hepworth,"Hepworth, Sally",,"=""1250120950""","=""9781250120953""",0,4.14,St. Martin's Press,Hardcover,309,2021,2020,,2026/04/03,to-read,to-read (#825),to-read,,,,0,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",0,3.89,Vintage,Paperback,226,2004,2003,2026/04/03,2026/02/15,,,read,,,,1,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.15,Knopf,Hardcover,331,2024,2024,2026/04/01,2025/12/07,,,read,,,,1,0
243528378,Wojny Lucasa. Epizod II,Laurent Hopman,"Hopman, Laurent","Renaud Roche, Marta Duda-Gryc","=""8368346428""","=""9788368346428""",0,4.59,Lost in Time,Paperback,208,2025,2025,2026/03/29,2026/03/29,,,read,,,,1,0
25639214,Providence #1,Alan             Moore,"Moore, Alan","Jacen Burrows, Juan Rodríguez","=""""","=""""",0,3.99,Avatar,Paperback,32,2015,2015,,2026/03/29,to-read,to-read (#824),to-read,,,,0,0
106033,"Criminal, Vol. 1: Coward",Ed Brubaker,"Brubaker, Ed","Sean Phillips, Tom Fontana","=""078512439X""","=""9780785124399""",0,4.17,Marvel Enterprises,Paperback,136,2007,2007,,2026/03/29,to-read,to-read (#823),to-read,,,,0,0
1246007,"Stray Bullets, Vol. 1: Innocence of Nihilism",David Lapham,"Lapham, David",,"=""0972714561""","=""9780972714563""",0,4.13,El Capitan,Paperback,232,2005,,,2026/03/29,to-read,to-read (#822),to-read,,,,0,0
1297291,"Scalped: Indian Country (Scalped, #1)",Jason Aaron,"Aaron, Jason","R.M. Guéra, Lee Loughridge, Phil Balsman, Brian K. Vaughan, Jock","=""1401213170""","=""9781401213176""",0,4.02,Vertigo,Paperback,124,2007,2007,,2026/03/29,to-read,to-read (#821),to-read,,,,0,0
17346698,"March: Book One (March, #1)",John             Lewis,"Lewis, John","Andrew Aydin, Nate Powell","=""1603093001""","=""9781603093002""",0,4.35,Top Shelf Productions,Paperback,128,2013,2013,,2026/03/29,to-read,to-read (#820),to-read,,,,0,0
25179,Blankets,Craig Thompson,"Thompson, Craig",,"=""1891830430""","=""9781891830433""",0,4.06,Top Shelf Productions,Paperback,582,2003,2003,,2026/03/29,to-read,to-read (#819),to-read,,,,0,0
32321,"Blame!, Vol. 1",Tsutomu Nihei,"Nihei, Tsutomu",,"=""1595328343""","=""9781595328342""",0,4.14,TokyoPop,Paperback,256,2005,1998,,2026/03/29,to-read,to-read (#818),to-read,,,,0,0
80834,Pyongyang: A Journey in North Korea,Guy Delisle,"Delisle, Guy",Helge Dascher,"=""1897299214""","=""9781897299210""",0,3.88,Drawn and Quarterly,Paperback,192,2007,2003,,2026/03/29,to-read,to-read (#817),to-read,,,,1,0
159315927,ED. VISUAL - OBRA COMPLETA ANTONI GAUDÍ (INGLÉS): Todas las obras de Antoni Gaudí mostradas en detalle parte por parte,Cerys Jones,"Jones, Cerys",,"=""8491032487""","=""9788491032489""",0,3.33,Dosde,Paperback,240,2023,,2026/03/22,2026/03/21,,,read,,,,1,0
212959736,Lucas' wars,Renaud Roche,"Roche, Renaud",Laurent Hopman,"=""9002281145""","=""9789002281143""",0,4.62,Standaard Uitgeverij,Hardcover,205,2023,2023,2026/03/21,2024/01/01,,,read,,,,1,0
238983402,Barcelona. Opowieści o mieście,Joan de Déu Prats,"Prats, Joan de Déu",,"=""8383672241""","=""9788383672243""",0,3.24,Znak,Paperback,288,2025,,2026/03/21,2026/03/14,,,read,,,,1,0
91203,Three Comrades,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449912426""","=""9780449912423""",0,4.48,Random House Trade Paperbacks,Paperback,496,1998,1936,2026/03/08,2015/05/25,,,read,,,,1,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,2026/02/24,2015/06/06,,,read,,,,1,0
229080268,Stetson: American Icon,Douglas Brinkley,"Brinkley, Douglas","Jay Fielden, Glenn Kenny, Lyle Lovett, Mark McKinnon, Laird Borrelli-persson","=""0847875725""","=""9780847875726""",0,4.50,Rizzoli,Hardcover,320,2025,,,2026/02/22,to-read,to-read (#816),to-read,,,,0,0
1971304,City of Thieves,David Benioff,"Benioff, David",,"=""0670018708""","=""9780670018703""",0,4.30,Viking / Penguin,Hardcover,258,2008,2008,2026/02/21,2025/12/11,,,read,,,,1,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",0,4.58,Pocket Books,Mass Market Paperback,960,1999,1985,2026/02/14,2019/01/09,,,read,,,,1,0
50033,Dandelion Wine,Ray Bradbury,"Bradbury, Ray",,"=""0671037706""","=""9780671037703""",0,4.09,Earthlight (UK) ,Paperback,239,2000,1957,,2026/01/04,,,read,,,,2,0
9620,Farewell Summer,Ray Bradbury,"Bradbury, Ray",,"=""0061131547""","=""9780061131547""",0,3.74,William Morrow,Hardcover,224,2006,2006,2026/01/22,2026/01/22,,,read,,,,1,0
41040754,Vampire: The Masquerade,Kenneth Hite,"Hite, Kenneth","Martin Ericsson, Matthew Dawkins, Karim Muammar, Juhana Pettersson, Mark Rein·Hagen","=""""","=""""",0,4.04,Modiphius,ebook,431,2018,2018,2026/01/19,2026/01/17,,,read,,,,1,0
191141,El Eternauta,Héctor Germán Oesterheld,"Oesterheld, Héctor Germán","Francisco Solano López, Fernando Ariel García","=""9879085264""","=""9789879085264""",0,4.35,Doedytores,Paperback,368,2006,1957,,2026/01/17,to-read,to-read (#815),to-read,,,,0,0
87425,Tintin in Tibet (Tintin #20),Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Dini Pandia, Michael      Turner","=""1405208198""","=""9781405208192""",0,4.24,Egmont,Hardcover,62,2008,1959,2026/01/17,2021/09/28,,,read,,,,1,0
28600911,"Curse of Strahd (Dungeons & Dragons, 5th Edition)",Wizards of the Coast,"Coast, Wizards of the","Christopher Perkins, Tracy Hickman, Laura Hickman, Adam Lee, Richard Whitters, Jeremy Crawford, Kim Mohan","=""0786965983""","=""9780786965984""",0,4.49,Wizards of the Coast,Hardcover,256,2016,2016,2026/01/17,2024/01/16,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.22,Crown Publishers,Hardcover,480,2011,2011,2026/01/17,2015/07/30,,,read,,,,1,0
18310716,Numenera Corebook,Monte Cook,"Cook, Monte",,"=""""","=""""",0,4.18,Monte Cook Games,ebook,416,2013,2013,,2026/01/11,to-read,to-read (#814),to-read,,,,0,0
17999522,Fate Core System,Leonard Balsera,"Balsera, Leonard","Brian Engard, Jeremy Keller, Ryan Macklin, Mike Olson","=""""","=""""",0,4.18,Evil Hat Productions,ebook,302,2013,2013,,2026/01/11,to-read,to-read (#813),to-read,,,,0,0
34612931,Blades in the Dark,John Harper,"Harper, John",,"=""1613171323""","=""9781613171325""",0,4.58,One Seven,ebook,328,2016,2016,,2026/01/11,to-read,to-read (#812),to-read,,,,0,0
16158601,Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,"Marquet, L. David",,"=""1591846404""","=""9781591846406""",0,4.23,Portfolio,Hardcover,272,2013,2013,,2026/01/08,to-read,to-read (#811),to-read,,,,0,0
11557,Swan Song,Robert McCammon,"McCammon, Robert",,"=""0671741039""","=""9780671741037""",0,4.30,Pocket Books,Mass Market Paperback,956,1987,1987,,2026/01/04,to-read,to-read (#810),to-read,,,,0,0
7194,The Club Dumas,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",Sonia Soto,"=""015603283X""","=""9780156032834""",0,3.81,HarperVia,Paperback,362,2006,1993,2026/01/03,2025/12/14,,,read,,,,1,0
123557124,The Most Secret Memory of Men,Mohamed Mbougar Sarr,"Sarr, Mohamed Mbougar",Lara Vergnaud,"=""1668005689""","=""9781668005682""",0,4.18,Scribner Canada,Paperback,496,2023,2021,,2026/01/02,to-read,to-read (#809),to-read,,,,0,0
216461055,Masz się łasić. Mobbing w Polsce,Katarzyna Bednarczykówna,"Bednarczykówna, Katarzyna",,"=""8381919606""","=""9788381919609""",0,3.96,Czarne,Hardcover,248,2024,2024,2026/01/01,2025/12/07,,,read,,,,1,0
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",0,4.15,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,2025/12/30,2017/08/15,,,read,,,,1,0
63063173,Scaling People: Tactics for Management and Company Building,Claire Hughes Johnson,"Johnson, Claire Hughes",,"=""1953953212""","=""9781953953216""",0,4.25,Stripe Press,Hardcover,480,2023,,,2025/10/14,currently-reading,currently-reading (#5),currently-reading,,,,1,0
179780,"The Exorcist (The Exorcist, #1)",William Peter Blatty,"Blatty, William Peter",,"=""""","=""""",0,4.21,HarperTorch,Mass Market Paperback,385,1994,1971,2025/12/28,2025/11/02,,,read,,,,1,0
11607,The Running Man,Richard  Bachman,"Bachman, Richard",Stephen  King,"=""0451197968""","=""9780451197962""",0,3.88,Signet,Paperback,317,1999,1982,2025/12/22,2025/12/21,,,read,,,,1,0
66717,"I, Lucifer",Glen Duncan,"Duncan, Glen",,"=""0802140149""","=""9780802140142""",0,3.60,Grove Press,Paperback,272,2003,2002,,2025/12/21,to-read,to-read (#808),to-read,,,,0,0
56179377,Nettle & Bone,T. Kingfisher,"Kingfisher, T.",,"=""1250244048""","=""9781250244048""",0,4.07,Tor Books,Hardcover,243,2022,2022,2025/12/20,2025/12/04,,,read,,,,1,0
249042,Darkness Visible: A Memoir of Madness,William Styron,"Styron, William",,"=""0679736395""","=""9780679736394""",0,3.99,Vintage,Paperback,84,1992,1990,2025/12/13,2025/12/10,,,read,,,,1,0
452235,"The Firm (The Firm, #1)",John Grisham,"Grisham, John",,"=""044021145X""","=""9780440211457""",0,4.26,Dell,Paperback,501,1992,1991,,2025/12/11,to-read,to-read (#807),to-read,,,,0,0
12787,Falling Angel,William Hjortsberg,"Hjortsberg, William","Ridley Scott, James Crumley","=""1933618086""","=""9781933618081""",0,3.90,Centipede Press,Hardcover,302,2006,1978,2025/12/10,2025/11/02,,,read,,,,1,0
13456414,A Short Stay in Hell,Steven L. Peck,"Peck, Steven L.",,"=""098374842X""","=""9780983748427""",0,4.15,Strange Violin Editions,Paperback,108,2012,2011,,2025/12/07,to-read,to-read (#806),to-read,,,,0,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",0,4.24,Harvest Books,Paperback,311,2004,1966,2025/12/07,2025/11/02,,,read,,,,1,0
216867498,The Lamb,Lucy   Rose,"Rose, Lucy",,"=""1399619713""","=""9781399619714""",0,3.76,W&N,Hardcover,336,2025,2025,,2025/12/05,to-read,to-read (#805),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.28,Orbit,Paperback,468,2015,2015,,2019/05/22,to-read,to-read (#804),to-read,,,,1,0
56587382,The Island of Missing Trees,Elif Shafak,"Shafak, Elif",,"=""0241434998""","=""9780241434994""",0,4.15,VIKIN,Hardcover,354,2021,2021,,2025/12/04,to-read,to-read (#803),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.46,Riverhead Books,Hardcover,372,2007,2007,2025/12/04,2025/10/31,,,read,,,,1,0
31325459,Choosing Death: The Improbable History of Death Metal & Grindcore,Albert Mudrian,"Mudrian, Albert","John Peel, Scott Carlson","=""1935950169""","=""9781935950165""",0,3.96,Bazillion Points,Paperback,384,2016,2004,2025/11/23,2025/11/16,,,read,,,,1,0
228296,"Rosemary’s Baby (Rosemary's Baby, #1)",Ira Levin,"Levin, Ira",,"=""0451194004""","=""9780451194008""",0,4.06,Signet,Hardcover,308,1997,1967,2025/11/16,2025/11/02,,,read,,,,1,0
226162,The Omen,David Seltzer,"Seltzer, David",,"=""0451219422""","=""9780451219428""",0,4.04,Signet,Mass Market Paperback,272,2006,1976,,2025/11/16,to-read,to-read (#802),to-read,,,,0,0
22545456,Black Sabbath: Symptom of the Universe,Mick Wall,"Wall, Mick",,"=""1250051347""","=""9781250051349""",0,4.02,St. Martin's Press,Hardcover,379,2015,2013,2025/11/13,2025/11/09,,,read,,,,1,0
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",0,3.97,Vintage,Paperback,647,1995,1981,,2023/05/06,,,read,,,,2,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.36,Riverhead Books,Paperback,371,2004,2003,2025/11/06,2015/02/15,,,read,,,,1,0
233214587,If Russia Wins: A Scenario,Carlo Masala,"Masala, Carlo",,"=""1805465759""","=""9781805465751""",0,3.96,Atlantic Books,Kindle Edition,114,2025,2025,,2025/11/05,to-read,to-read (#801),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.13,Ballantine Books,Hardcover,342,2016,2016,2025/11/03,2025/09/27,,,read,,,,1,0
34376766,"Blood, Sweat, and Pixels",Jason Schreier,"Schreier, Jason",,"=""0062651242""","=""9780062651242""",0,4.20,Harper Paperbacks,Kindle Edition,353,2017,2017,2025/11/02,2025/08/25,,,read,,,,1,0
10108463,The Devil All the Time,Donald Ray Pollock,"Pollock, Donald Ray",,"=""038553504X""","=""9780385535045""",0,4.14,Doubleday,Hardcover,261,2011,2011,2025/10/27,2025/10/23,,,read,,,,1,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,"=""0393320979""","=""9780393320978""",0,3.50,W.W. Norton & Company,Paperback,259,2001,1000,2025/10/21,2025/08/31,,,read,,,,1,0
57378791,Did You Hear What Eddie Gein Done?,Harold Schechter,"Schechter, Harold",Eric Powell,"=""1949889041""","=""9781949889048""",0,4.21,Albatross Funnybooks,Hardcover,224,2021,2021,2025/10/20,2025/10/16,,,read,,,,1,0
219558817,Wróg,Łukasz Orbitowski,"Orbitowski, Łukasz",,"=""8368218276""","=""9788368218275""",0,4.03,Świat Książki,Paperback,416,2024,2024,2025/10/19,2025/10/19,,,read,,,,1,0
61514121,Designing Human-Centric AI Experiences: Applied UX Design for Artificial Intelligence (Design Thinking),Akshay Kore,"Kore, Akshay",,"=""1484280873""","=""9781484280874""",0,4.24,Apress,Paperback,492,2022,,,2025/07/17,currently-reading,currently-reading (#4),currently-reading,,,,1,0
145981,The Snows of Kilimanjaro,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""9780099460923""",3,3.78,Vintage,Paperback,138,,1936,,2015/09/07,,,read,,,,1,0
222187869,UX for AI: A Framework for Designing AI-Driven Products,Greg Nudelman,"Nudelman, Greg",,"=""1394345925""","=""9781394345922""",0,3.81,Wiley,Paperback,352,2025,,2025/10/14,2025/09/03,,,read,,,,1,0
32332537,The Wandering Earth,Liu Cixin,"Cixin, Liu",,"=""""","=""""",0,4.14,Head of Zeus,Kindle Edition,484,2016,2000,2023/08/17,2023/07/03,,,read,,,,1,0
233800039,"The Devils (The Devils, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""125088005X""","=""9781250880055""",0,4.22,Tor Books,Hardcover,547,2025,2025,2025/10/06,2025/09/27,,,read,,,,1,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",2,3.89,Ace Books,Mass Market Paperback,271,1985,1984,,2015/01/06,,,read,,,,1,0
40225612,"The Club: How the English Premier League Became the Wildest, Richest, Most Disruptive Force in Sports",Joshua  Robinson,"Robinson, Joshua",Jonathan Clegg,"=""1328506452""","=""9781328506450""",0,4.31,Houghton Mifflin Harcourt,Hardcover,339,2018,2018,,2025/09/27,to-read,to-read (#800),to-read,,,,0,0
203273569,ShadowDark RPG Core Rulebook,The Arcane Library,"Library, The Arcane",,"=""""","=""9798985456400""",0,4.75,The Arcane Library,Hardcover,325,2023,,2025/09/26,2025/09/07,,,read,,,,1,0
2099342,Paradyzja,Janusz A. Zajdel,"Zajdel, Janusz A.",,"=""8320707005""","=""""",0,4.36,Iskry,Paperback,140,1984,1984,2025/09/26,2019/04/21,,,read,,,,1,0
3758,"Casino Royale (James Bond, #1)",Ian Fleming,"Fleming, Ian",Jeffery Deaver,"=""014200202X""","=""9780142002025""",0,3.74,Penguin,Mass Market Paperback,192,2002,1953,2025/09/25,2025/09/15,,,read,,,,1,0
25723813,The Year of the Locust,Terry Hayes,"Hayes, Terry",,"=""""","=""""",0,3.52,Transworld Digital,ebook,652,2023,2023,2025/09/21,2025/09/11,,,read,,,,1,0
12287209,"Wool (Wool, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.14,Broad Reach,Kindle Edition,56,2011,2011,2024/04/07,2022/12/03,,,read,,,,1,0
31804513,"English Lit 101: From Jane Austen to George Orwell and the Enlightenment to Realism, an essential guide to Britain's greatest writers and works (Adams 101 Series)",Brian Boone,"Boone, Brian",,"=""1440599718""","=""9781440599712""",0,3.77,Adams Media,Hardcover,256,2017,,2025/09/11,2025/08/30,,,read,,,,1,0
45195,A Passage to India,E.M. Forster,"Forster, E.M.","Oliver Stallybrass, Pankaj Mishra","=""014144116X""","=""9780141441160""",0,3.67,Penguin Books,Paperback,376,2005,1924,,2025/09/09,to-read,to-read (#799),to-read,,,,0,0
325785,Capital: A Critique of Political Economy Volume 1,Karl Marx,"Marx, Karl",,"=""0140445684""","=""9780140445688""",0,4.30,Penguin Classics,Paperback,1152,1992,1887,,2018/03/02,to-read,to-read (#365),to-read,,,,0,0
62125587,"Generative Deep Learning: Teaching Machines To Paint, Write, Compose, and Play",David Foster,"Foster, David",,"=""1098134184""","=""9781098134181""",0,4.30,O'Reilly Media,Paperback,453,2023,,2025/08/28,2025/07/12,,,read,,,,1,0
122441,Asterix and the Roman Agent (Astérix #15),René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866338""","=""9780752866338""",0,4.21,Orion,Paperback,48,2004,1970,2025/08/28,2025/08/06,,,read,,,,1,0
146106,The Castafiore Emerald (Tintin #21),Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael      Turner","=""0316358428""","=""9780316358422""",0,3.96,"Little, Brown and Co.",Paperback,62,1975,1963,2025/08/17,2025/08/06,,,read,,,,1,0
89321,Le Lotus bleu (Tintin #5),Hergé,"Hergé, Hergé",,"=""2203001046""","=""9782203001046""",0,4.07,Casterman,Hardcover,62,1946,1935,2025/08/15,2025/08/07,,,read,,,,1,0
63027858,The Brutalists: Brutalism's Best Architects,Owen Hopkins,"Hopkins, Owen",,"=""1838665633""","=""9781838665630""",0,4.31,Phaidon Press,Hardcover,368,2023,,2025/08/15,2025/08/14,,,read,,,,1,0
3897310,Kolumbowie. Rocznik 20,Roman Bratny,"Bratny, Roman",,"=""8370662374""","=""9788370662370""",0,4.16,BGW,,635,1992,1957,,2025/08/14,to-read,to-read (#798),to-read,,,,0,0
146109,Red Rackham's Treasure (Tintin #12),Hergé,"Hergé, Hergé",,"=""1405206233""","=""9781405206235""",0,4.29,Egmont,Paperback,64,2002,1943,2025/08/14,2025/08/07,,,read,,,,1,0
179174,The Secret of the Unicorn (Tintin #11),Hergé,"Hergé, Hergé",,"=""0316358320""","=""9780316358323""",0,4.31,"Little, Brown and Company",Paperback,62,1974,1943,2025/08/13,2025/08/07,,,read,,,,1,0
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219266""","=""9780316219266""",0,4.13,"Little, Brown and Company",Hardcover,384,2013,2013,,2025/08/13,to-read,to-read (#797),to-read,,,,0,0
6719117,Die Odyssee (Asterix #26),Albert Uderzo,"Uderzo, Albert",,"=""3770400267""","=""9783770400263""",0,4.04,Egmont Ehapa Verlag,Hardcover,48,1982,1981,2025/08/13,2025/08/10,,,read,,,,1,0
18144124,I Am Pilgrim,Terry Hayes,"Hayes, Terry",,"=""1439177724""","=""9781439177723""",0,4.30,Atria/Emily Bestler Books,Hardcover,612,2014,2013,2025/08/12,2023/01/08,,,read,,,,1,0
217253895,Patrz pod nogi. O zbieraniu rzeczy,Kora Tea Kowalska,"Kowalska, Kora Tea",,"=""8368059399""","=""9788368059397""",0,3.90,Karakter,Hardcover,256,2024,2024,,2025/08/10,to-read,to-read (#796),to-read,,,,0,0
75494215,Eve: How the Female Body Drove 200 Million Years of Human Evolution,Cat Bohannon,"Bohannon, Cat",,"=""0385350546""","=""9780385350549""",0,4.25,Knopf,Hardcover,615,2023,2023,,2025/08/10,to-read,to-read (#795),to-read,,,,0,0
199809440,"Supremacy: AI, ChatGPT, and the Race That Will Change the World",Parmy Olson,"Olson, Parmy",,"=""1250337747""","=""9781250337740""",0,4.06,St. Martin's Press,Hardcover,336,2024,2024,2025/08/10,2025/07/12,,,read,,,,1,0
53451099,Heart: The City Beneath,Grant Howitt,"Howitt, Grant","Christopher     Taylor, Felix Miall","=""""","=""""",0,4.62,"Rowan, Rook and Decard",ebook,220,2020,2020,2025/08/05,2025/08/05,,,read,,,,1,0
6914384,"Asterix bei den Belgiern (Asterix, #24)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""3770400240""","=""9783770400249""",0,4.11,Ehapa Comic Collection,Paperback,44,1986,1979,2025/08/05,2025/08/05,,,read,,,,1,0
220847400,As If Human: Ethics and Artificial Intelligence,Nigel Shadbolt,"Shadbolt, Nigel",Roger Hampson,"=""0300283377""","=""9780300283372""",0,2.86,Yale University Press,Paperback,272,2025,,2025/08/04,2025/07/12,,,read,,,,1,0
214151814,"AI for Life: 100+ Ways to Use Artificial Intelligence to Make Your Life Easier, More Productive…and More Fun!",Celia Quillian,"Quillian, Celia",,"=""1507223390""","=""9781507223390""",0,3.72,Adams Media,Paperback,240,2025,,2025/07/17,2025/07/12,,,read,,,,1,0
33986067,Deep Learning with Python,François Chollet,"Chollet, François",,"=""1617294438""","=""9781617294433""",0,4.57,Manning,Paperback,350,2017,2017,,2025/07/17,to-read,to-read (#794),to-read,,,,0,0
24072897,Deep Learning,Ian Goodfellow,"Goodfellow, Ian","Yoshua Bengio, Aaron Courville","=""""","=""""",0,4.43,The MIT Press,ebook,787,2016,2016,,2025/07/17,to-read,to-read (#793),to-read,,,,0,0
52563234,AI Ethics,Mark Coeckelbergh,"Coeckelbergh, Mark",,"=""0262538199""","=""9780262538190""",0,3.63,MIT Press,Paperback,248,2020,2020,,2025/07/17,to-read,to-read (#792),to-read,,,,0,0
32505087,Machine Learning,Ethem Alpaydin,"Alpaydin, Ethem",,"=""0262337606""","=""9780262337601""",0,3.62,The MIT Press,Kindle Edition,232,2016,2016,,2025/07/17,to-read,to-read (#791),to-read,,,,0,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian  Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",0,4.33,W. W. Norton & Company,Hardcover,496,2020,2020,,2025/07/17,to-read,to-read (#790),to-read,,,,0,0
207804899,AI Literacy Fundamentals: Helping You Join the AI Conversation,Ben Jones,"Jones, Ben",Alli Torban,"=""1960907085""","=""9781960907080""",0,3.79,Data Literacy Press,Kindle Edition,205,2024,,,2025/07/17,to-read,to-read (#789),to-read,,,,0,0
218160232,uxGPT: Mastering AI Assistants for User Experience Designers and Product Managers,Patrick Neeman,"Neeman, Patrick",,"=""""","=""""",0,3.55,Patrick Neeman,Kindle Edition,168,2024,,,2025/07/17,to-read,to-read (#788),to-read,,,,0,0
26223663,GUTS 'N GUNSHIPS: What it was Really Like to Fly Combat Helicopters in Vietnam,Mark   Garrison,"Garrison, Mark",,"=""""","=""""",0,4.31,,Kindle Edition,283,2015,2015,2025/07/16,2025/07/07,,,read,,,,1,0
60114857,Natural Language Processing with Transformers: Building Language Applications with Hugging Face,Lewis Tunstall,"Tunstall, Lewis","Leandro von Werra, Thomas Wolf","=""9355420323""","=""9789355420329""",0,4.39,O'Reilly Media,Paperback,406,2022,,,2025/07/12,to-read,to-read (#787),to-read,,,,0,0
60715378,Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,Chip Huyen,"Huyen, Chip",,"=""1098107969""","=""9781098107963""",0,4.45,O'Reilly,Paperback,368,2022,2022,,2025/07/12,to-read,to-read (#786),to-read,,,,0,0
50204643,Deep Learning for Coders with Fastai and Pytorch: AI Applications Without a PhD,Jeremy   Howard,"Howard, Jeremy",Sylvain Gugger,"=""1492045527""","=""9781492045526""",0,4.41,O'Reilly Media,Paperback,350,2020,,,2025/07/12,to-read,to-read (#785),to-read,,,,0,0
598098,The Bridge On the River Kwai,Pierre Boulle,"Boulle, Pierre",,"=""0099445026""","=""9780099445029""",0,3.94,Vintage Classics,Paperback,186,2002,1952,2025/07/12,2025/07/07,,,read,,,,1,0
228257339,Inside the Studio: Spaces of Electronic Music Production: Berlin/Cairo,Matthias Pasdzierny,"Pasdzierny, Matthias",,"=""3775759042""","=""9783775759045""",0,4.50,Hatje Cantz,Hardcover,192,2025,,2025/07/12,2025/07/12,,,read,,,,1,0
92417,The Thin Red Line,James  Jones,"Jones, James",,"=""0340717521""","=""9780340717523""",0,4.00,Sceptre,Paperback,475,1998,1962,,2025/07/07,to-read,to-read (#784),to-read,,,,0,0
116114,From Here to Eternity,James  Jones,"Jones, James",,"=""0517223007""","=""9780517223000""",0,4.08,Gramercy Books,Hardcover,816,2004,1951,,2025/07/07,to-read,to-read (#784),to-read,,,,0,0
192822509,Legendy gier wideo,Bartłomiej Kluska,"Kluska, Bartłomiej",,"=""8396800308""","=""9788396800305""",0,3.71,Gamebook,Paperback,247,2023,2023,2025/07/05,2025/06/30,,,read,,,,1,0
43565360,Artificial Intelligence: A Guide for Thinking Humans,Melanie  Mitchell,"Mitchell, Melanie",,"=""0374257833""","=""9780374257835""",0,4.33,"Farrar, Straus and Giroux",Hardcover,336,2019,2019,2025/06/30,2025/06/15,,,read,,,,1,0
59366216,The Man Who Broke Capitalism: How Jack Welch Gutted the Heartland and Crushed the Soul of Corporate America―and How to Undo His Legacy,David Gelles,"Gelles, David",,"=""198217644X""","=""9781982176440""",0,4.03,Simon & Schuster,Hardcover,272,2022,,,2025/06/21,to-read,to-read (#783),to-read,,,,0,0
150345961,Elolliset,Iida Turpeinen,"Turpeinen, Iida",,"=""9515259770""","=""9789515259776""",0,4.27,S&S,Hardcover,296,2023,2023,,2025/06/21,to-read,to-read (#782),to-read,,,,0,0
